Date,Close
14-Jan-00,1465.15
18-Jan-00,1455.14
19-Jan-00,1455.90
20-Jan-00,1445.57
21-Jan-00,1441.36
24-Jan-00,1401.53
25-Jan-00,1410.03
26-Jan-00,1404.09
27-Jan-00,1398.56
28-Jan-00,1360.16
31-Jan-00,1394.46
01-Feb-00,1409.28
02-Feb-00,1409.12
03-Feb-00,1424.97
04-Feb-00,1424.37
07-Feb-00,1424.24
08-Feb-00,1441.72
09-Feb-00,1411.71
10-Feb-00,1416.83
11-Feb-00,1387.12
14-Feb-00,1389.94
15-Feb-00,1402.05
16-Feb-00,1387.67
17-Feb-00,1388.26
18-Feb-00,1346.09
22-Feb-00,1352.17
23-Feb-00,1360.69
24-Feb-00,1353.43
25-Feb-00,1333.36
28-Feb-00,1348.05
29-Feb-00,1366.42
01-Mar-00,1379.19
02-Mar-00,1381.76
03-Mar-00,1409.17
06-Mar-00,1391.28
07-Mar-00,1355.62
08-Mar-00,1366.70
09-Mar-00,1401.69
10-Mar-00,1395.07
13-Mar-00,1383.62
14-Mar-00,1359.15
15-Mar-00,1392.14
16-Mar-00,1458.47
17-Mar-00,1464.47
20-Mar-00,1456.63
21-Mar-00,1493.87
22-Mar-00,1500.64
23-Mar-00,1527.35
24-Mar-00,1527.46
27-Mar-00,1523.86
28-Mar-00,1507.73
29-Mar-00,1508.52
30-Mar-00,1487.92
31-Mar-00,1498.58
03-Apr-00,1505.97
04-Apr-00,1494.73
05-Apr-00,1487.37
06-Apr-00,1501.34
07-Apr-00,1516.35
10-Apr-00,1504.46
11-Apr-00,1500.59
12-Apr-00,1467.17
13-Apr-00,1440.51
14-Apr-00,1356.56
17-Apr-00,1401.44
18-Apr-00,1441.61
19-Apr-00,1427.47
20-Apr-00,1434.54
24-Apr-00,1429.86
25-Apr-00,1477.44
26-Apr-00,1460.99
27-Apr-00,1464.92
28-Apr-00,1452.43
01-May-00,1468.25
02-May-00,1446.29
03-May-00,1415.10
04-May-00,1409.57
05-May-00,1432.63
08-May-00,1424.17
09-May-00,1412.14
10-May-00,1383.05
11-May-00,1407.81
12-May-00,1420.96
15-May-00,1452.36
16-May-00,1466.04
17-May-00,1447.80
18-May-00,1437.21
19-May-00,1406.95
22-May-00,1400.72
23-May-00,1373.86
24-May-00,1399.05
25-May-00,1381.52
26-May-00,1378.02
30-May-00,1422.45
31-May-00,1420.60
01-Jun-00,1448.81
02-Jun-00,1477.26
05-Jun-00,1467.63
06-Jun-00,1457.84
07-Jun-00,1471.36
08-Jun-00,1461.67
09-Jun-00,1456.95
12-Jun-00,1446.00
13-Jun-00,1469.44
14-Jun-00,1470.54
15-Jun-00,1478.73
16-Jun-00,1464.46
19-Jun-00,1486.00
20-Jun-00,1475.95
21-Jun-00,1479.13
22-Jun-00,1452.18
23-Jun-00,1441.48
26-Jun-00,1455.31
27-Jun-00,1450.55
28-Jun-00,1454.82
29-Jun-00,1442.39
30-Jun-00,1454.60
03-Jul-00,1469.54
05-Jul-00,1446.23
06-Jul-00,1456.67
07-Jul-00,1478.90
10-Jul-00,1475.62
11-Jul-00,1480.88
12-Jul-00,1492.92
13-Jul-00,1495.84
14-Jul-00,1509.98
17-Jul-00,1510.49
18-Jul-00,1493.74
19-Jul-00,1481.96
20-Jul-00,1495.57
21-Jul-00,1480.19
24-Jul-00,1464.29
25-Jul-00,1474.47
26-Jul-00,1452.42
27-Jul-00,1449.62
28-Jul-00,1419.89
31-Jul-00,1430.83
01-Aug-00,1438.10
02-Aug-00,1438.70
03-Aug-00,1452.56
04-Aug-00,1462.93
07-Aug-00,1479.32
08-Aug-00,1482.80
09-Aug-00,1472.87
10-Aug-00,1460.25
11-Aug-00,1471.84
14-Aug-00,1491.56
15-Aug-00,1484.43
16-Aug-00,1479.85
17-Aug-00,1496.07
18-Aug-00,1491.72
21-Aug-00,1499.48
22-Aug-00,1498.13
23-Aug-00,1505.97
24-Aug-00,1508.31
25-Aug-00,1506.45
28-Aug-00,1514.09
29-Aug-00,1509.84
30-Aug-00,1502.59
31-Aug-00,1517.68
01-Sep-00,1520.77
05-Sep-00,1507.08
06-Sep-00,1492.25
07-Sep-00,1502.51
08-Sep-00,1494.50
11-Sep-00,1489.26
12-Sep-00,1481.99
13-Sep-00,1484.91
14-Sep-00,1480.87
15-Sep-00,1465.81
18-Sep-00,1444.51
19-Sep-00,1459.90
20-Sep-00,1451.34
21-Sep-00,1449.05
22-Sep-00,1448.72
25-Sep-00,1439.03
26-Sep-00,1427.21
27-Sep-00,1426.57
28-Sep-00,1458.29
29-Sep-00,1436.51
02-Oct-00,1436.23
03-Oct-00,1426.46
04-Oct-00,1434.32
05-Oct-00,1436.28
06-Oct-00,1408.99
09-Oct-00,1402.03
10-Oct-00,1387.02
11-Oct-00,1364.59
12-Oct-00,1329.78
13-Oct-00,1374.17
16-Oct-00,1374.62
17-Oct-00,1349.97
18-Oct-00,1342.13
19-Oct-00,1388.76
20-Oct-00,1396.93
23-Oct-00,1395.78
24-Oct-00,1398.13
25-Oct-00,1364.90
26-Oct-00,1364.44
27-Oct-00,1379.58
30-Oct-00,1398.66
31-Oct-00,1429.40
01-Nov-00,1421.22
02-Nov-00,1428.32
03-Nov-00,1426.69
06-Nov-00,1432.19
07-Nov-00,1431.87
08-Nov-00,1409.28
09-Nov-00,1400.14
10-Nov-00,1365.98
13-Nov-00,1351.26
14-Nov-00,1382.95
15-Nov-00,1389.81
16-Nov-00,1372.32
17-Nov-00,1367.72
20-Nov-00,1342.62
21-Nov-00,1347.35
22-Nov-00,1322.36
24-Nov-00,1341.77
27-Nov-00,1348.97
28-Nov-00,1336.09
29-Nov-00,1341.93
30-Nov-00,1314.95
01-Dec-00,1315.23
04-Dec-00,1324.97
05-Dec-00,1376.54
06-Dec-00,1351.46
07-Dec-00,1343.55
08-Dec-00,1369.89
11-Dec-00,1380.20
12-Dec-00,1371.18
13-Dec-00,1359.99
14-Dec-00,1340.93
15-Dec-00,1312.15
18-Dec-00,1322.74
19-Dec-00,1305.60
20-Dec-00,1264.74
21-Dec-00,1274.86
22-Dec-00,1305.95
26-Dec-00,1315.19
27-Dec-00,1328.92
28-Dec-00,1334.22
29-Dec-00,1320.28
02-Jan-01,1283.27
03-Jan-01,1347.56
04-Jan-01,1333.34
05-Jan-01,1298.35
08-Jan-01,1295.86
09-Jan-01,1300.80
10-Jan-01,1313.27
11-Jan-01,1326.82
12-Jan-01,1318.55
16-Jan-01,1326.65
17-Jan-01,1329.47
18-Jan-01,1347.97
19-Jan-01,1342.54
22-Jan-01,1342.90
23-Jan-01,1360.40
24-Jan-01,1364.30
25-Jan-01,1357.51
26-Jan-01,1354.95
29-Jan-01,1364.17
30-Jan-01,1373.73
31-Jan-01,1366.01
01-Feb-01,1373.47
02-Feb-01,1349.47
05-Feb-01,1354.31
06-Feb-01,1352.26
07-Feb-01,1340.89
08-Feb-01,1332.53
09-Feb-01,1314.76
12-Feb-01,1330.31
13-Feb-01,1318.80
14-Feb-01,1315.92
15-Feb-01,1326.61
16-Feb-01,1301.53
20-Feb-01,1278.94
21-Feb-01,1255.27
22-Feb-01,1252.82
23-Feb-01,1245.86
26-Feb-01,1267.65
27-Feb-01,1257.94
28-Feb-01,1239.94
01-Mar-01,1241.23
02-Mar-01,1234.18
05-Mar-01,1241.41
06-Mar-01,1253.80
07-Mar-01,1261.89
08-Mar-01,1264.74
09-Mar-01,1233.42
12-Mar-01,1180.16
13-Mar-01,1197.66
14-Mar-01,1166.71
15-Mar-01,1173.56
16-Mar-01,1150.53
19-Mar-01,1170.81
20-Mar-01,1142.62
21-Mar-01,1122.14
22-Mar-01,1117.58
23-Mar-01,1139.83
26-Mar-01,1152.69
27-Mar-01,1182.17
28-Mar-01,1153.29
29-Mar-01,1147.95
30-Mar-01,1160.33
02-Apr-01,1145.87
03-Apr-01,1106.46
04-Apr-01,1103.25
05-Apr-01,1151.44
06-Apr-01,1128.43
09-Apr-01,1137.59
10-Apr-01,1168.38
11-Apr-01,1165.89
12-Apr-01,1183.50
16-Apr-01,1179.68
17-Apr-01,1191.81
18-Apr-01,1238.16
19-Apr-01,1253.69
20-Apr-01,1242.98
23-Apr-01,1224.36
24-Apr-01,1209.47
25-Apr-01,1228.75
26-Apr-01,1234.52
27-Apr-01,1253.05
30-Apr-01,1249.46
01-May-01,1266.44
02-May-01,1267.43
03-May-01,1248.58
04-May-01,1266.61
07-May-01,1263.51
08-May-01,1261.20
09-May-01,1255.54
10-May-01,1255.18
11-May-01,1245.67
14-May-01,1248.92
15-May-01,1249.44
16-May-01,1284.99
17-May-01,1288.49
18-May-01,1291.96
21-May-01,1312.83
22-May-01,1309.38
23-May-01,1289.05
24-May-01,1293.17
25-May-01,1277.89
29-May-01,1267.93
30-May-01,1248.08
31-May-01,1255.82
